Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Control_sites,GO Biological Processes,19,GO:0043632,modification-dependent macromolecule catabolic process,19_GO:0008152 metabolic process,-2,1.3,2.5,5157,272,991,68,6.9,0.8,996|997|1452|3093|4734|5516|5930|6500|6921|7321|7323|7326|7334|7993|8266|8450|8451|8878|8924|9097|9575|9604|9690|9695|10116|10254|10905|11160|23008|23032|25820|25847|25853|25937|25978|26046|26268|26273|27248|29979|51283|51465|51510|54472|54602|55122|55872|57003|57092|57132|57154|57534|57542|57674|64750|64795|79018|79718|80176|80762|83892|89910|129563|130507|137886|197131|201595|387921,CDC27|CDC34|CSNK1A1|UBE2K|NEDD4|PPP2CB|RBBP6|SKP1|ELOC|UBE2D1|UBE2D3|UBE2G1|UBE2N|UBXN8|UBL4A|CUL4B|CUL4A|SQSTM1|HERC2|USP14|CLOCK|RNF14|UBE3C|EDEM1|FEM1B|STAM2|MAN1A2|ERLIN2|KLHDC10|USP33|ARIH1|ANAPC13|DCAF12|WWTR1|CHMP2B|LTN1|FBXO9|FBXO3|ERLEC1|UBQLN1|BFAR|UBE2J1|CHMP5|TOLLIP|NDFIP2|AKIRIN2|PBK|CCDC47|PCNP|CHMP1B|SMURF1|MIB1|KLHL42|RNF213|SMURF2|RMND5A|GID4|TBL1XR1|SPSB1|NDFIP1|KCTD10|UBE3B|DIS3L2|UBR3|UBXN2B|UBR1|STT3B|NHLRC3,-0.34
Control_sites,WikiPathways,27,WP5283,Chronic hyperglycemia impairment of neuron function,,-2,2.8,3,5157,11,991,6,0.61,0.25,5578|5584|5588|6334|6515|23683,PRKCA|PRKCI|PRKCQ|SCN8A|SLC2A3|PRKD3,-0.34
Control_sites,GO Biological Processes,19,GO:0046530,photoreceptor cell differentiation,19_GO:0032502 developmental process,-2,2.8,3,5157,11,991,6,0.61,0.25,4851|5584|6774|7422|23287|54806,NOTCH1|PRKCI|STAT3|VEGFA|AGTPBP1|AHI1,-0.34
Control_sites,WikiPathways,27,WP357,Fatty acid biosynthesis,,-2,2.8,3,5157,11,991,6,0.61,0.25,32|47|2181|2182|3033|6319,ACACB|ACLY|ACSL3|ACSL4|HADH|SCD,-0.34
Control_sites,Canonical Pathways,11,M226,PID VEGFR1 PATHWAY,,-2,2.8,3,5157,11,991,6,0.61,0.25,5290|5578|5594|7422|8829|23607,PIK3CA|PRKCA|MAPK1|VEGFA|NRP1|CD2AP,-0.34
Control_sites,GO Biological Processes,19,GO:0010288,response to lead ion,19_GO:0050896 response to stimulus,-2,2.8,3,5157,11,991,6,0.61,0.25,210|1788|4137|5359|5516|9076,ALAD|DNMT3A|MAPT|PLSCR1|PPP2CB|CLDN1,-0.34
Control_sites,GO Biological Processes,19,GO:0071786,endoplasmic reticulum tubular network organization,19_GO:0009987 cellular process,-2,2.8,3,5157,11,991,6,0.61,0.25,10890|22931|55161|64225|124491|221035,RAB10|RAB18|TMEM33|ATL2|TMEM170A|REEP3,-0.34
Control_sites,GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-2,1.5,2.6,5157,116,991,33,3.3,0.57,1386|1994|3181|3267|3621|3842|4851|5494|6059|6774|7248|7514|8125|8878|9631|9670|9887|10527|10553|11260|22916|51068|51808|55122|55153|55706|55746|57154|57510|64328|80824|81929|84248,ATF2|ELAVL1|HNRNPA2B1|AGFG1|ING1|TNPO1|NOTCH1|PPM1A|ABCE1|STAT3|TSC1|XPO1|ANP32A|SQSTM1|NUP155|IPO13|SMG7|IPO7|HTATIP2|XPOT|NCBP2|NMD3|PHAX|AKIRIN2|SDAD1|NDC1|NUP133|SMURF1|XPO5|XPO4|DUSP16|SEH1L|FYTTD1,-0.34
Control_sites,GO Biological Processes,19,GO:0051169,nuclear transport,19_GO:0051179 localization,-2,1.5,2.6,5157,116,991,33,3.3,0.57,1386|1994|3181|3267|3621|3842|4851|5494|6059|6774|7248|7514|8125|8878|9631|9670|9887|10527|10553|11260|22916|51068|51808|55122|55153|55706|55746|57154|57510|64328|80824|81929|84248,ATF2|ELAVL1|HNRNPA2B1|AGFG1|ING1|TNPO1|NOTCH1|PPM1A|ABCE1|STAT3|TSC1|XPO1|ANP32A|SQSTM1|NUP155|IPO13|SMG7|IPO7|HTATIP2|XPOT|NCBP2|NMD3|PHAX|AKIRIN2|SDAD1|NDC1|NUP133|SMURF1|XPO5|XPO4|DUSP16|SEH1L|FYTTD1,-0.34
Control_sites,WikiPathways,27,WP5381,Smith-Magenis and Potocki-Lupski syndrome copy number variation,,-2,1.7,2.6,5157,62,991,20,2,0.45,1385|5584|5728|6774|7156|8562|9318|9575|9821|10193|10413|10890|25937|26146|54472|57560|64795|79018|116442|146691,CREB1|PRKCI|PTEN|STAT3|TOP3A|DENR|COPS2|CLOCK|RB1CC1|RNF41|YAP1|RAB10|WWTR1|TRAF3IP1|TOLLIP|IFT80|RMND5A|GID4|RAB39B|TOM1L2,-0.34
Control_sites,GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-2,1.7,2.6,5157,62,991,20,2,0.45,1374|1946|2182|3033|3156|4756|5532|5573|6558|9575|10059|10802|10972|23236|23607|27230|51124|55204|55691|134957,CPT1A|EFNA5|ACSL4|HADH|HMGCR|NEO1|PPP3CB|PRKAR1A|SLC12A2|CLOCK|DNM1L|SEC24A|TMED10|PLCB1|CD2AP|SERP1|IER3IP1|GOLPH3L|FRMD4A|STXBP5,-0.34
Control_sites,GO Biological Processes,19,GO:0019941,modification-dependent protein catabolic process,19_GO:0008152 metabolic process,-2,1.3,2.5,5157,268,991,67,6.8,0.8,996|997|1452|3093|4734|5516|5930|6500|6921|7321|7323|7326|7334|7993|8266|8450|8451|8878|8924|9097|9575|9604|9690|9695|10116|10254|10905|11160|23008|23032|25820|25847|25853|25937|25978|26046|26268|26273|27248|29979|51283|51465|51510|54472|54602|55122|55872|57003|57092|57132|57154|57534|57542|57674|64750|64795|79018|79718|80176|80762|83892|89910|130507|137886|197131|201595|387921,CDC27|CDC34|CSNK1A1|UBE2K|NEDD4|PPP2CB|RBBP6|SKP1|ELOC|UBE2D1|UBE2D3|UBE2G1|UBE2N|UBXN8|UBL4A|CUL4B|CUL4A|SQSTM1|HERC2|USP14|CLOCK|RNF14|UBE3C|EDEM1|FEM1B|STAM2|MAN1A2|ERLIN2|KLHDC10|USP33|ARIH1|ANAPC13|DCAF12|WWTR1|CHMP2B|LTN1|FBXO9|FBXO3|ERLEC1|UBQLN1|BFAR|UBE2J1|CHMP5|TOLLIP|NDFIP2|AKIRIN2|PBK|CCDC47|PCNP|CHMP1B|SMURF1|MIB1|KLHL42|RNF213|SMURF2|RMND5A|GID4|TBL1XR1|SPSB1|NDFIP1|KCTD10|UBE3B|UBR3|UBXN2B|UBR1|STT3B|NHLRC3,-0.33
PRMT_reg,Reactome Gene Sets,6,R-HSA-5658623,FGFRL1 modulation of FGFR1 signaling,,-3.8,8.7,5.5,5157,4,594,4,0.67,0.34,2247|2250|161742|200734,FGF2|FGF5|SPRED1|SPRED2,-1.2
PRMT_reg,GO Biological Processes,19,GO:0090316,positive regulation of intracellular protein transport,19_GO:0051179 localization,-3.6,2.4,4.1,5157,70,594,19,3.2,0.72,208|1432|2932|4088|5663|5901|7332|8882|10425|23435|51100|51128|51496|54741|55754|56681|56947|57602|118424,AKT2|MAPK14|GSK3B|SMAD3|PSEN1|RAN|UBE2L3|ZPR1|ARIH2|TARDBP|SH3GLB1|SAR1B|CTDSPL2|LEPROT|TMEM30A|SAR1A|MFF|USP36|UBE2J2,-1.1
PRMT_reg,GO Biological Processes,19,GO:0032388,positive regulation of intracellular transport,19_GO:0051179 localization,-3.5,2.1,4,5157,94,594,23,3.9,0.79,208|1432|2932|4088|5663|5901|6794|7332|8882|10425|23435|51100|51128|51496|53407|54741|55754|55781|56681|56947|57602|118424|128637,AKT2|MAPK14|GSK3B|SMAD3|PSEN1|RAN|STK11|UBE2L3|ZPR1|ARIH2|TARDBP|SH3GLB1|SAR1B|CTDSPL2|STX18|LEPROT|TMEM30A|RIOK2|SAR1A|MFF|USP36|UBE2J2|TBC1D20,-1.1
PRMT_reg,GO Biological Processes,19,GO:1900180,regulation of protein localization to nucleus,19_GO:0051179 localization,-3.3,2.3,3.9,5157,63,594,17,2.9,0.68,1432|2932|4000|4088|4140|4869|5663|5901|6794|8882|9818|23435|25885|25942|51569|56957|201163,MAPK14|GSK3B|LMNA|SMAD3|MARK3|NPM1|PSEN1|RAN|STK11|ZPR1|NUP58|TARDBP|POLR1A|SIN3A|UFM1|OTUD7B|FLCN,-0.91
PRMT_reg,GO Biological Processes,19,GO:0033157,regulation of intracellular protein transport,19_GO:0051179 localization,-3.2,2,3.7,5157,98,594,23,3.9,0.79,208|1432|2932|4088|5663|5901|7332|8882|9818|10425|23435|51009|51100|51128|51496|51569|54741|55754|56681|56947|57602|118424|258010,AKT2|MAPK14|GSK3B|SMAD3|PSEN1|RAN|UBE2L3|ZPR1|NUP58|ARIH2|TARDBP|DERL2|SH3GLB1|SAR1B|CTDSPL2|UFM1|LEPROT|TMEM30A|SAR1A|MFF|USP36|UBE2J2|SVIP,-0.9
PRMT_reg,KEGG Pathway,24,hsa04140,Autophagy - animal,,-3,2.1,3.6,5157,83,594,20,3.4,0.74,208|1508|1965|3146|6794|7311|7405|9140|9342|9474|9706|10000|10533|23192|27072|51100|55014|58528|65082|84938,AKT2|CTSB|EIF2S1|HMGB1|STK11|UBA52|UVRAG|ATG12|SNAP29|ATG5|ULK2|AKT3|ATG7|ATG4B|VPS41|SH3GLB1|STX17|RRAGD|VPS33A|ATG4C,-0.78
PRMT_reg,WikiPathways,27,WP2509,Nanoparticle triggered autophagic cell death,,-2.9,4.3,4.2,5157,12,594,6,1,0.41,7405|9140|9474|9706|10533|51100,UVRAG|ATG12|ATG5|ULK2|ATG7|SH3GLB1,-0.73
PRMT_reg,GO Biological Processes,19,GO:0006501,C-terminal protein lipidation,19_GO:0008152 metabolic process,-2.8,8.7,4.8,5157,3,594,3,0.51,0.29,9140|9474|10533,ATG12|ATG5|ATG7,-0.65
PRMT_reg,GO Biological Processes,19,GO:0032386,regulation of intracellular transport,19_GO:0051179 localization,-2.8,1.7,3.3,5157,150,594,30,5.1,0.9,208|1432|2932|4088|5663|5901|5936|6794|7332|7874|8882|9818|10425|23435|51009|51100|51128|51496|51569|51652|53407|54741|55754|55781|56681|56947|57602|118424|128637|258010,AKT2|MAPK14|GSK3B|SMAD3|PSEN1|RAN|RBM4|STK11|UBE2L3|USP7|ZPR1|NUP58|ARIH2|TARDBP|DERL2|SH3GLB1|SAR1B|CTDSPL2|UFM1|CHMP3|STX18|LEPROT|TMEM30A|RIOK2|SAR1A|MFF|USP36|UBE2J2|TBC1D20|SVIP,-0.65
PRMT_reg,KEGG Pathway,24,hsa04068,FoxO signaling pathway,,-2.8,2.3,3.5,5157,52,594,14,2.4,0.62,208|1432|1454|1956|3551|4088|5603|6648|6794|7874|9140|10000|51701|114907,AKT2|MAPK14|CSNK1E|EGFR|IKBKB|SMAD3|MAPK13|SOD2|STK11|USP7|ATG12|AKT3|NLK|FBXO32,-0.62
PRMT_reg,GO Biological Processes,19,GO:0016236,macroautophagy,19_GO:0008152 metabolic process,-2.7,1.9,3.3,5157,100,594,22,3.7,0.77,801|5663|7405|8473|9140|9342|9474|9706|10015|10533|23192|27072|51028|51569|51652|55014|65082|79876|84938|128866|165324|256471,CALM1|PSEN1|UVRAG|OGT|ATG12|SNAP29|ATG5|ULK2|PDCD6IP|ATG7|ATG4B|VPS41|VPS36|UFM1|CHMP3|STX17|VPS33A|UBA5|ATG4C|CHMP4B|UBXN2A|MFSD8,-0.6
PRMT_reg,WikiPathways,27,WP3850,Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling,,-2.7,4,3.9,5157,13,594,6,1,0.41,93|2932|3688|4088|79109|114907,ACVR2B|GSK3B|ITGB1|SMAD3|MAPKAP1|FBXO32,-0.6
PRMT_reg,GO Biological Processes,19,GO:0018410,C-terminal protein amino acid modification,19_GO:0008152 metabolic process,-2.7,5.8,4.2,5157,6,594,4,0.67,0.34,9140|9474|10533|60509,ATG12|ATG5|ATG7|AGBL5,-0.6
PRMT_reg,GO Biological Processes,19,GO:0010506,regulation of autophagy,19_GO:0008152 metabolic process,-2.6,1.7,3.2,5157,147,594,29,4.9,0.88,528|1915|2932|3064|3146|3607|5127|5987|6794|7405|8975|9140|9474|9706|10206|22926|23012|23265|23545|51100|57602|58528|80317|128866|201163|219771|256471|258010|340371,ATP6V1C1|EEF1A1|GSK3B|HTT|HMGB1|FOXK2|CDK16|TRIM27|STK11|UVRAG|USP13|ATG12|ATG5|ULK2|TRIM13|ATF6|STK38L|EXOC7|ATP6V0A2|SH3GLB1|USP36|RRAGD|ZKSCAN3|CHMP4B|FLCN|CCNY|MFSD8|SVIP|NRBP2,-0.59
PRMT_reg,WikiPathways,27,WP5224,2q37 copy number variation syndrome,,-2.5,2.3,3.3,5157,49,594,13,2.2,0.6,801|1915|1956|3069|4134|5873|10920|23157|23192|58528|84289|116987|140739,CALM1|EEF1A1|EGFR|HDLBP|MAP4|RAB27A|COPS8|SEPTIN6|ATG4B|RRAGD|ING5|AGAP1|UBE2F,-0.55
PRMT_reg,KEGG Pathway,24,hsa04141,Protein processing in endoplasmic reticulum,,-2.5,1.9,3.2,5157,91,594,20,3.4,0.74,1965|3301|4287|6747|7322|10130|10277|10294|10299|22926|51009|51128|54788|55176|55666|56681|79139|118424|165324|258010,EIF2S1|DNAJA1|ATXN3|SSR3|UBE2D2|PDIA6|UBE4B|DNAJA2|MARCHF6|ATF6|DERL2|SAR1B|DNAJB12|SEC61A2|NPLOC4|SAR1A|DERL1|UBE2J2|UBXN2A|SVIP,-0.53
PRMT_reg,Reactome Gene Sets,6,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",,-2.5,4.3,3.8,5157,10,594,5,0.84,0.37,4088|4287|6648|25942|114907,SMAD3|ATXN3|SOD2|SIN3A|FBXO32,-0.53
PRMT_reg,GO Biological Processes,19,GO:0051099,positive regulation of binding,19_GO:0065007 biological regulation,-2.5,2.3,3.2,5157,50,594,13,2.2,0.6,627|2932|3146|4140|4686|5663|5901|5914|55323|79139|81857|121665|285381,BDNF|GSK3B|HMGB1|MARK3|NCBP1|PSEN1|RAN|RARA|LARP6|DERL1|MED25|SPPL3|DPH3,-0.51
PRMT_reg,GO Biological Processes,19,GO:1900181,negative regulation of protein localization to nucleus,19_GO:0051179 localization,-2.4,3.2,3.5,5157,19,594,7,1.2,0.44,2932|4140|25885|25942|51569|56957|201163,GSK3B|MARK3|POLR1A|SIN3A|UFM1|OTUD7B|FLCN,-0.49
PRMT_reg,Reactome Gene Sets,6,R-HSA-162906,HIV Infection,,-2.4,1.8,3,5157,106,594,22,3.7,0.77,161|3836|3837|4686|4869|4928|5433|5718|5901|5903|6923|6924|7311|8905|8945|9818|10015|23198|23327|51652|83860|128866,AP2A2|KPNA1|KPNB1|NCBP1|NPM1|NUP98|POLR2D|PSMD12|RAN|RANBP2|ELOB|ELOA|UBA52|AP1S2|BTRC|NUP58|PDCD6IP|PSME4|NEDD4L|CHMP3|TAF3|CHMP4B,-0.47
PRMT_reg,GO Biological Processes,19,GO:0046824,positive regulation of nucleocytoplasmic transport,19_GO:0051179 localization,-2.4,2.7,3.3,5157,29,594,9,1.5,0.5,1432|2932|4088|5663|5901|8882|23435|51496|55781,MAPK14|GSK3B|SMAD3|PSEN1|RAN|ZPR1|TARDBP|CTDSPL2|RIOK2,-0.47
PRMT_reg,GO Biological Processes,19,GO:0006914,autophagy,19_GO:0008152 metabolic process,-2.4,1.7,2.9,5157,146,594,28,4.7,0.87,801|3146|5663|6794|7405|8473|8975|9140|9342|9474|9706|10015|10533|23192|23230|27072|51028|51100|51569|51652|55014|65082|79876|80317|84938|128866|165324|256471,CALM1|HMGB1|PSEN1|STK11|UVRAG|OGT|USP13|ATG12|SNAP29|ATG5|ULK2|PDCD6IP|ATG7|ATG4B|VPS13A|VPS41|VPS36|SH3GLB1|UFM1|CHMP3|STX17|VPS33A|UBA5|ZKSCAN3|ATG4C|CHMP4B|UBXN2A|MFSD8,-0.46
PRMT_reg,GO Biological Processes,19,GO:0061919,process utilizing autophagic mechanism,19_GO:0009987 cellular process,-2.4,1.7,2.9,5157,146,594,28,4.7,0.87,801|3146|5663|6794|7405|8473|8975|9140|9342|9474|9706|10015|10533|23192|23230|27072|51028|51100|51569|51652|55014|65082|79876|80317|84938|128866|165324|256471,CALM1|HMGB1|PSEN1|STK11|UVRAG|OGT|USP13|ATG12|SNAP29|ATG5|ULK2|PDCD6IP|ATG7|ATG4B|VPS13A|VPS41|VPS36|SH3GLB1|UFM1|CHMP3|STX17|VPS33A|UBA5|ZKSCAN3|ATG4C|CHMP4B|UBXN2A|MFSD8,-0.46
PRMT_reg,GO Biological Processes,19,GO:0000165,MAPK cascade,19_GO:0050896 response to stimulus,-2.4,2,3.1,5157,69,594,16,2.7,0.66,1432|1956|2247|2887|3551|4088|5048|5603|5774|5871|9344|11183|23064|51701|51776|201163,MAPK14|EGFR|FGF2|GRB10|IKBKB|SMAD3|PAFAH1B1|MAPK13|PTPN3|MAP4K2|TAOK2|MAP4K5|SETX|NLK|MAP3K20|FLCN,-0.46
PRMT_reg,WikiPathways,27,WP5055,Burn wound healing,,-2.3,3.5,3.5,5157,15,594,6,1,0.41,3146|4088|5127|6678|23476|125113,HMGB1|SMAD3|CDK16|SPARC|BRD4|KRT222,-0.45
PRMT_reg,GO Biological Processes,19,GO:2000232,regulation of rRNA processing,19_GO:0008152 metabolic process,-2.3,5,3.8,5157,7,594,4,0.67,0.34,55127|55781|57602|131870,HEATR1|RIOK2|USP36|NUDT16,-0.45
PRMT_reg,GO Biological Processes,19,GO:0016074,sno(s)RNA metabolic process,19_GO:0008152 metabolic process,-2.3,5,3.8,5157,7,594,4,0.67,0.34,23404|84186|118460|131870,EXOSC2|ZCCHC7|EXOSC6|NUDT16,-0.45
PRMT_reg,GO Biological Processes,19,GO:0010801,negative regulation of peptidyl-threonine phosphorylation,19_GO:0048519 negative regulation of biological process,-2.3,5,3.8,5157,7,594,4,0.67,0.34,801|56288|161742|200734,CALM1|PARD3|SPRED1|SPRED2,-0.45
PRMT_reg,GO Biological Processes,19,GO:0050773,regulation of dendrite development,19_GO:0032502 developmental process,-2.3,2.5,3.2,5157,35,594,10,1.7,0.53,2932|5048|6794|10458|23327|27067|29904|53335|54664|85442,GSK3B|PAFAH1B1|STK11|BAIAP2|NEDD4L|STAU2|EEF2K|BCL11A|TMEM106B|KNDC1,-0.44
PRMT_reg,GO Biological Processes,19,GO:0097352,autophagosome maturation,19_GO:0008152 metabolic process,-2.3,2.8,3.2,5157,25,594,8,1.3,0.47,801|7405|9342|51652|55014|65082|128866|256471,CALM1|UVRAG|SNAP29|CHMP3|STX17|VPS33A|CHMP4B|MFSD8,-0.43
PRMT_reg,GO Biological Processes,19,GO:0042306,regulation of protein import into nucleus,19_GO:0051179 localization,-2.3,2.8,3.2,5157,25,594,8,1.3,0.47,1432|4088|5663|5901|8882|9818|23435|51569,MAPK14|SMAD3|PSEN1|RAN|ZPR1|NUP58|TARDBP|UFM1,-0.43
PRMT_reg,CORUM,33,CORUM:1728,CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,,-2.3,6.5,4,5157,4,594,3,0.51,0.29,3836|4000|4869,KPNA1|LMNA|NPM1,-0.42
PRMT_reg,GO Biological Processes,19,GO:0106354,tRNA surveillance,19_GO:0008152 metabolic process,-2.3,6.5,4,5157,4,594,3,0.51,0.29,23404|51095|84186,EXOSC2|TRNT1|ZCCHC7,-0.42
PRMT_reg,GO Biological Processes,19,GO:0031329,regulation of cellular catabolic process,19_GO:0008152 metabolic process,-2.2,1.5,2.7,5157,262,594,44,7.4,1.1,208|528|1432|1787|1915|2926|2932|3064|3146|3607|4869|5127|5663|5774|5987|6794|7405|8975|9140|9474|9706|10206|10492|10949|22926|23012|23265|23404|23435|23545|23589|26058|51100|57602|58528|80317|128866|201163|219743|219771|256471|257364|258010|340371,AKT2|ATP6V1C1|MAPK14|TRDMT1|EEF1A1|GRSF1|GSK3B|HTT|HMGB1|FOXK2|NPM1|CDK16|PSEN1|PTPN3|TRIM27|STK11|UVRAG|USP13|ATG12|ATG5|ULK2|TRIM13|SYNCRIP|HNRNPA0|ATF6|STK38L|EXOC7|EXOSC2|TARDBP|ATP6V0A2|CARHSP1|GIGYF2|SH3GLB1|USP36|RRAGD|ZKSCAN3|CHMP4B|FLCN|TYSND1|CCNY|MFSD8|SNX33|SVIP|NRBP2,-0.42
PRMT_reg,KEGG Pathway,24,hsa04150,mTOR signaling pathway,,-2.2,2.1,3,5157,59,594,14,2.4,0.62,208|528|1857|2535|2887|2932|3551|6794|9706|10000|54468|58528|79109|201163,AKT2|ATP6V1C1|DVL3|FZD2|GRB10|GSK3B|IKBKB|STK11|ULK2|AKT3|MIOS|RRAGD|MAPKAP1|FLCN,-0.41
PRMT_reg,GO Biological Processes,19,GO:0042307,positive regulation of protein import into nucleus,19_GO:0051179 localization,-2.2,3.3,3.3,5157,16,594,6,1,0.41,1432|4088|5663|5901|8882|23435,MAPK14|SMAD3|PSEN1|RAN|ZPR1|TARDBP,-0.39
PRMT_reg,GO Biological Processes,19,GO:1901800,positive regulation of proteasomal protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.2,2.2,2.9,5157,48,594,12,2,0.58,1454|2932|4287|5663|6923|8975|10425|26263|51343|51667|79016|84900,CSNK1E|GSK3B|ATXN3|PSEN1|ELOB|USP13|ARIH2|FBXO22|FZR1|NUB1|DDA1|RNFT2,-0.39
PRMT_reg,GO Biological Processes,19,GO:0051403,stress-activated MAPK cascade,19_GO:0050896 response to stimulus,-2.2,2.7,3.1,5157,26,594,8,1.3,0.47,1432|3551|4088|5048|5603|5871|9344|51776,MAPK14|IKBKB|SMAD3|PAFAH1B1|MAPK13|MAP4K2|TAOK2|MAP3K20,-0.39
PRMT_reg,GO Biological Processes,19,GO:0090148,membrane fission,19_GO:0009987 cellular process,-2.2,2.7,3.1,5157,26,594,8,1.3,0.47,11336|23023|23265|51028|51100|51652|55770|128866,EXOC3|TMCC1|EXOC7|VPS36|SH3GLB1|CHMP3|EXOC2|CHMP4B,-0.39
PRMT_reg,WikiPathways,27,WP5372,Involvement of δ-secretase in neurodegenerative diseases,,-2.1,3.6,3.3,5157,12,594,5,0.84,0.37,208|627|6418|10000|23435,AKT2|BDNF|SET|AKT3|TARDBP,-0.37
PRMT_reg,KEGG Pathway,24,hsa04015,Rap1 signaling pathway,,-2.1,2.1,2.8,5157,55,594,13,2.2,0.6,208|801|1432|1956|2247|2250|3688|5603|5898|10000|27040|55740|56288,AKT2|CALM1|MAPK14|EGFR|FGF2|FGF5|ITGB1|MAPK13|RALA|AKT3|LAT|ENAH|PARD3,-0.37
PRMT_reg,Reactome Gene Sets,6,R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,,-2.1,4.3,3.4,5157,8,594,4,0.67,0.34,208|2932|10000|79109,AKT2|GSK3B|AKT3|MAPKAP1,-0.37
PRMT_reg,Reactome Gene Sets,6,R-HSA-389357,CD28 dependent PI3K/Akt signaling,,-2.1,4.3,3.4,5157,8,594,4,0.67,0.34,208|10000|79109|117145,AKT2|AKT3|MAPKAP1|THEM4,-0.37
PRMT_reg,GO Biological Processes,19,GO:0044804,nucleophagy,19_GO:0008152 metabolic process,-2.1,4.3,3.4,5157,8,594,4,0.67,0.34,9140|9474|9706|10533,ATG12|ATG5|ULK2|ATG7,-0.37
PRMT_reg,GO Biological Processes,19,GO:0042176,regulation of protein catabolic process,19_GO:0008152 metabolic process,-2.1,1.6,2.6,5157,154,594,28,4.7,0.87,1454|1728|1915|1956|2932|4088|4287|5663|5774|6923|7874|8473|8945|8975|10425|10533|23327|26234|26263|27351|51343|51667|79016|84900|165324|256471|257364|258010,CSNK1E|NQO1|EEF1A1|EGFR|GSK3B|SMAD3|ATXN3|PSEN1|PTPN3|ELOB|USP7|OGT|BTRC|USP13|ARIH2|ATG7|NEDD4L|FBXL5|FBXO22|DESI1|FZR1|NUB1|DDA1|RNFT2|UBXN2A|MFSD8|SNX33|SVIP,-0.36
PRMT_reg,Reactome Gene Sets,6,R-HSA-9614085,FOXO-mediated transcription,,-2,2.6,3,5157,27,594,8,1.3,0.47,208|4088|4287|6648|6794|10000|25942|114907,AKT2|SMAD3|ATXN3|SOD2|STK11|AKT3|SIN3A|FBXO32,-0.36
PRMT_reg,GO Biological Processes,19,GO:0048814,regulation of dendrite morphogenesis,19_GO:0032502 developmental process,-2,2.6,3,5157,27,594,8,1.3,0.47,2932|5048|6794|10458|23327|27067|29904|85442,GSK3B|PAFAH1B1|STK11|BAIAP2|NEDD4L|STAU2|EEF2K|KNDC1,-0.36
PRMT_reg,GO Biological Processes,19,GO:0071985,multivesicular body sorting pathway,19_GO:0051179 localization,-2,2.6,3,5157,27,594,8,1.3,0.47,5873|7405|23484|23585|51028|51652|54741|128866,RAB27A|UVRAG|LEPROTL1|TMEM50A|VPS36|CHMP3|LEPROT|CHMP4B,-0.36
PRMT_reg,GO Biological Processes,19,GO:0006468,protein phosphorylation,19_GO:0008152 metabolic process,-2,1.5,2.6,5157,169,594,30,5.1,0.9,93|208|332|1432|1454|1956|2932|3551|4140|5127|5603|5871|5914|6787|6793|6794|8899|9344|9706|10000|10152|10920|11183|22983|23012|29904|51701|51755|51776|55781,ACVR2B|AKT2|BIRC5|MAPK14|CSNK1E|EGFR|GSK3B|IKBKB|MARK3|CDK16|MAPK13|MAP4K2|RARA|NEK4|STK10|STK11|PRPF4B|TAOK2|ULK2|AKT3|ABI2|COPS8|MAP4K5|MAST1|STK38L|EEF2K|NLK|CDK12|MAP3K20|RIOK2,-0.34
