Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Control_sites,KEGG Pathway,24,hsa04371,Apelin signaling pathway,,-2.1,1.8,2.8,5157,49,991,17,1.7,0.41,595|808|2773|2782|4205|4208|4899|5054|5563|5594|6198|7019|7046|23236|55970|59345|81631,CCND1|CALM3|GNAI3|GNB1|MEF2A|MEF2C|NRF1|SERPINE1|PRKAA2|MAPK1|RPS6KB1|TFAM|TGFBR1|PLCB1|GNG12|GNB4|MAP1LC3B,0
Control_sites,GO Biological Processes,19,GO:0006511,ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-2.1,1.3,2.5,5157,266,991,67,6.8,0.8,996|997|1452|3093|4734|5516|5930|6500|6921|7321|7323|7326|7334|7993|8266|8450|8451|8878|8924|9097|9575|9604|9690|9695|10116|10254|10905|11160|23008|23032|25820|25847|25853|25937|25978|26046|26268|26273|27248|29979|51283|51465|51510|54472|54602|55122|55872|57003|57092|57132|57154|57534|57542|57674|64750|64795|79018|79718|80176|80762|83892|89910|130507|137886|197131|201595|387921,CDC27|CDC34|CSNK1A1|UBE2K|NEDD4|PPP2CB|RBBP6|SKP1|ELOC|UBE2D1|UBE2D3|UBE2G1|UBE2N|UBXN8|UBL4A|CUL4B|CUL4A|SQSTM1|HERC2|USP14|CLOCK|RNF14|UBE3C|EDEM1|FEM1B|STAM2|MAN1A2|ERLIN2|KLHDC10|USP33|ARIH1|ANAPC13|DCAF12|WWTR1|CHMP2B|LTN1|FBXO9|FBXO3|ERLEC1|UBQLN1|BFAR|UBE2J1|CHMP5|TOLLIP|NDFIP2|AKIRIN2|PBK|CCDC47|PCNP|CHMP1B|SMURF1|MIB1|KLHL42|RNF213|SMURF2|RMND5A|GID4|TBL1XR1|SPSB1|NDFIP1|KCTD10|UBE3B|UBR3|UBXN2B|UBR1|STT3B|NHLRC3,0
Control_sites,GO Biological Processes,19,GO:0035725,sodium ion transmembrane transport,19_GO:0051179 localization,-2.1,2.4,2.9,5157,17,991,8,0.81,0.28,6334|6533|6558|6575|9497|27347|53373|65125,SCN8A|SLC6A6|SLC12A2|SLC20A2|SLC4A7|STK39|TPCN1|WNK1,0
Control_sites,GO Biological Processes,19,GO:0001906,cell killing,19_GO:0009987 cellular process,-2.1,2.4,2.9,5157,17,991,8,0.81,0.28,1054|1075|3799|5532|6777|6891|11334|55207,CEBPG|CTSC|KIF5B|PPP3CB|STAT5B|TAP2|TUSC2|ARL8B,0
Control_sites,GO Biological Processes,19,GO:0055013,cardiac muscle cell development,19_GO:0032502 developmental process,-2.1,2.4,2.9,5157,17,991,8,0.81,0.28,3192|4205|6416|6474|7422|10611|23363|80313,HNRNPU|MEF2A|MAP2K4|SHOX2|VEGFA|PDLIM5|OBSL1|LRRC27,0
Control_sites,GO Biological Processes,19,GO:0060612,adipose tissue development,19_GO:0032502 developmental process,-2.1,2.4,2.9,5157,17,991,8,0.81,0.28,1386|2355|5290|9517|9658|10424|23369|79718,ATF2|FOSL2|PIK3CA|SPTLC2|ZNF516|PGRMC2|PUM2|TBL1XR1,0
Control_sites,GO Biological Processes,19,GO:0048638,regulation of developmental growth,19_GO:0040007 growth,-2.1,1.6,2.6,5157,94,991,28,2.8,0.53,32|659|861|1385|1946|2017|2355|4137|4208|4851|5290|5728|6198|6774|6777|7046|7161|7422|8829|9043|9868|10413|23236|23369|27230|28982|50618|57154,ACACB|BMPR2|RUNX1|CREB1|EFNA5|CTTN|FOSL2|MAPT|MEF2C|NOTCH1|PIK3CA|PTEN|RPS6KB1|STAT3|STAT5B|TGFBR1|TP73|VEGFA|NRP1|SPAG9|TOMM70|YAP1|PLCB1|PUM2|SERP1|FLVCR1|ITSN2|SMURF1,0
Control_sites,GeDiPNet,37,GDP05141,Neuronal ceroid lipofuscinosis,,-2.1,3.3,3.1,5157,8,991,5,0.5,0.23,5594|6198|7019|10228|55669,MAPK1|RPS6KB1|TFAM|STX6|MFN1,0
Control_sites,GeDiPNet,37,GDP06937,T-Cell Lymphoma/Leukemia,,-2.1,3.3,3.1,5157,8,991,5,0.5,0.23,1452|1457|3181|6774|7161,CSNK1A1|CSNK2A1|HNRNPA2B1|STAT3|TP73,0
Control_sites,GO Biological Processes,19,GO:0007626,locomotory behavior,19_GO:0032501 multicellular organismal process,-2.1,1.9,2.7,5157,42,991,15,1.5,0.39,321|894|1182|2055|5090|5532|5728|6801|7248|23259|23287|55074|89797|91137|114781,APBA2|CCND2|CLCN3|CLN8|PBX3|PPP3CB|PTEN|STRN|TSC1|DDHD2|AGTPBP1|OXR1|NAV2|SLC25A46|BTBD9,0
Control_sites,GO Biological Processes,19,GO:0010906,regulation of glucose metabolic process,19_GO:0008152 metabolic process,-2,2,2.8,5157,31,991,12,1.2,0.35,32|2908|5366|6095|8445|10776|11091|57223|57486|84706|140710|221937,ACACB|NR3C1|PMAIP1|RORA|DYRK2|ARPP19|WDR5|PPP4R3B|NLN|GPT2|SOGA1|FOXK1,0
Control_sites,GO Biological Processes,19,GO:0006383,transcription by RNA polymerase III,19_GO:0008152 metabolic process,-2,2.2,2.8,5157,24,991,10,1,0.32,5440|6617|6619|6738|8178|9329|10622|11128|51082|171568,POLR2K|SNAPC1|SNAPC3|RO60|ELL|GTF3C4|POLR3G|POLR3A|POLR1D|POLR3H,0
Control_sites,WikiPathways,27,WP2032,Thyroid stimulating hormone (TSH) signaling pathway,,-2,2.2,2.8,5157,24,991,10,1,0.32,1385|2768|2773|2782|5290|5594|6198|6774|8458|23236,CREB1|GNA12|GNAI3|GNB1|PIK3CA|MAPK1|RPS6KB1|STAT3|TTF2|PLCB1,0
Control_sites,GO Biological Processes,19,GO:0043632,modification-dependent macromolecule catabolic process,19_GO:0008152 metabolic process,-2,1.3,2.5,5157,272,991,68,6.9,0.8,996|997|1452|3093|4734|5516|5930|6500|6921|7321|7323|7326|7334|7993|8266|8450|8451|8878|8924|9097|9575|9604|9690|9695|10116|10254|10905|11160|23008|23032|25820|25847|25853|25937|25978|26046|26268|26273|27248|29979|51283|51465|51510|54472|54602|55122|55872|57003|57092|57132|57154|57534|57542|57674|64750|64795|79018|79718|80176|80762|83892|89910|129563|130507|137886|197131|201595|387921,CDC27|CDC34|CSNK1A1|UBE2K|NEDD4|PPP2CB|RBBP6|SKP1|ELOC|UBE2D1|UBE2D3|UBE2G1|UBE2N|UBXN8|UBL4A|CUL4B|CUL4A|SQSTM1|HERC2|USP14|CLOCK|RNF14|UBE3C|EDEM1|FEM1B|STAM2|MAN1A2|ERLIN2|KLHDC10|USP33|ARIH1|ANAPC13|DCAF12|WWTR1|CHMP2B|LTN1|FBXO9|FBXO3|ERLEC1|UBQLN1|BFAR|UBE2J1|CHMP5|TOLLIP|NDFIP2|AKIRIN2|PBK|CCDC47|PCNP|CHMP1B|SMURF1|MIB1|KLHL42|RNF213|SMURF2|RMND5A|GID4|TBL1XR1|SPSB1|NDFIP1|KCTD10|UBE3B|DIS3L2|UBR3|UBXN2B|UBR1|STT3B|NHLRC3,0
Control_sites,WikiPathways,27,WP5283,Chronic hyperglycemia impairment of neuron function,,-2,2.8,3,5157,11,991,6,0.61,0.25,5578|5584|5588|6334|6515|23683,PRKCA|PRKCI|PRKCQ|SCN8A|SLC2A3|PRKD3,0
Control_sites,GO Biological Processes,19,GO:0046530,photoreceptor cell differentiation,19_GO:0032502 developmental process,-2,2.8,3,5157,11,991,6,0.61,0.25,4851|5584|6774|7422|23287|54806,NOTCH1|PRKCI|STAT3|VEGFA|AGTPBP1|AHI1,0
Control_sites,WikiPathways,27,WP357,Fatty acid biosynthesis,,-2,2.8,3,5157,11,991,6,0.61,0.25,32|47|2181|2182|3033|6319,ACACB|ACLY|ACSL3|ACSL4|HADH|SCD,0
Control_sites,Canonical Pathways,11,M226,PID VEGFR1 PATHWAY,,-2,2.8,3,5157,11,991,6,0.61,0.25,5290|5578|5594|7422|8829|23607,PIK3CA|PRKCA|MAPK1|VEGFA|NRP1|CD2AP,0
Control_sites,GO Biological Processes,19,GO:0010288,response to lead ion,19_GO:0050896 response to stimulus,-2,2.8,3,5157,11,991,6,0.61,0.25,210|1788|4137|5359|5516|9076,ALAD|DNMT3A|MAPT|PLSCR1|PPP2CB|CLDN1,0
Control_sites,GO Biological Processes,19,GO:0071786,endoplasmic reticulum tubular network organization,19_GO:0009987 cellular process,-2,2.8,3,5157,11,991,6,0.61,0.25,10890|22931|55161|64225|124491|221035,RAB10|RAB18|TMEM33|ATL2|TMEM170A|REEP3,0
Control_sites,GO Biological Processes,19,GO:0051169,nuclear transport,19_GO:0051179 localization,-2,1.5,2.6,5157,116,991,33,3.3,0.57,1386|1994|3181|3267|3621|3842|4851|5494|6059|6774|7248|7514|8125|8878|9631|9670|9887|10527|10553|11260|22916|51068|51808|55122|55153|55706|55746|57154|57510|64328|80824|81929|84248,ATF2|ELAVL1|HNRNPA2B1|AGFG1|ING1|TNPO1|NOTCH1|PPM1A|ABCE1|STAT3|TSC1|XPO1|ANP32A|SQSTM1|NUP155|IPO13|SMG7|IPO7|HTATIP2|XPOT|NCBP2|NMD3|PHAX|AKIRIN2|SDAD1|NDC1|NUP133|SMURF1|XPO5|XPO4|DUSP16|SEH1L|FYTTD1,0
Control_sites,GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-2,1.5,2.6,5157,116,991,33,3.3,0.57,1386|1994|3181|3267|3621|3842|4851|5494|6059|6774|7248|7514|8125|8878|9631|9670|9887|10527|10553|11260|22916|51068|51808|55122|55153|55706|55746|57154|57510|64328|80824|81929|84248,ATF2|ELAVL1|HNRNPA2B1|AGFG1|ING1|TNPO1|NOTCH1|PPM1A|ABCE1|STAT3|TSC1|XPO1|ANP32A|SQSTM1|NUP155|IPO13|SMG7|IPO7|HTATIP2|XPOT|NCBP2|NMD3|PHAX|AKIRIN2|SDAD1|NDC1|NUP133|SMURF1|XPO5|XPO4|DUSP16|SEH1L|FYTTD1,0
Control_sites,GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-2,1.7,2.6,5157,62,991,20,2,0.45,1374|1946|2182|3033|3156|4756|5532|5573|6558|9575|10059|10802|10972|23236|23607|27230|51124|55204|55691|134957,CPT1A|EFNA5|ACSL4|HADH|HMGCR|NEO1|PPP3CB|PRKAR1A|SLC12A2|CLOCK|DNM1L|SEC24A|TMED10|PLCB1|CD2AP|SERP1|IER3IP1|GOLPH3L|FRMD4A|STXBP5,0
Control_sites,WikiPathways,27,WP5381,Smith-Magenis and Potocki-Lupski syndrome copy number variation,,-2,1.7,2.6,5157,62,991,20,2,0.45,1385|5584|5728|6774|7156|8562|9318|9575|9821|10193|10413|10890|25937|26146|54472|57560|64795|79018|116442|146691,CREB1|PRKCI|PTEN|STAT3|TOP3A|DENR|COPS2|CLOCK|RB1CC1|RNF41|YAP1|RAB10|WWTR1|TRAF3IP1|TOLLIP|IFT80|RMND5A|GID4|RAB39B|TOM1L2,0
Control_sites,GO Biological Processes,19,GO:0019941,modification-dependent protein catabolic process,19_GO:0008152 metabolic process,-2,1.3,2.5,5157,268,991,67,6.8,0.8,996|997|1452|3093|4734|5516|5930|6500|6921|7321|7323|7326|7334|7993|8266|8450|8451|8878|8924|9097|9575|9604|9690|9695|10116|10254|10905|11160|23008|23032|25820|25847|25853|25937|25978|26046|26268|26273|27248|29979|51283|51465|51510|54472|54602|55122|55872|57003|57092|57132|57154|57534|57542|57674|64750|64795|79018|79718|80176|80762|83892|89910|130507|137886|197131|201595|387921,CDC27|CDC34|CSNK1A1|UBE2K|NEDD4|PPP2CB|RBBP6|SKP1|ELOC|UBE2D1|UBE2D3|UBE2G1|UBE2N|UBXN8|UBL4A|CUL4B|CUL4A|SQSTM1|HERC2|USP14|CLOCK|RNF14|UBE3C|EDEM1|FEM1B|STAM2|MAN1A2|ERLIN2|KLHDC10|USP33|ARIH1|ANAPC13|DCAF12|WWTR1|CHMP2B|LTN1|FBXO9|FBXO3|ERLEC1|UBQLN1|BFAR|UBE2J1|CHMP5|TOLLIP|NDFIP2|AKIRIN2|PBK|CCDC47|PCNP|CHMP1B|SMURF1|MIB1|KLHL42|RNF213|SMURF2|RMND5A|GID4|TBL1XR1|SPSB1|NDFIP1|KCTD10|UBE3B|UBR3|UBXN2B|UBR1|STT3B|NHLRC3,0
