_MEMBER_Control_sites,_MEMBER_PRMT_reg,_MEMBER_Regulatable_sites,_LogP_Control_sites,_LogP_PRMT_reg,_LogP_Regulatable_sites,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,0,0,-2.5993702492547848,0.0,0.0,R-HSA-69613,M100,1,0,Reactome Gene Sets,6,p53-Independent G1/S DNA damage checkpoint,,-2.5993702492547848,3.0424778761061946,3.5603963408307333,5157,20,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.5341655827017047,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.5604867667846283,0.0,0.0,R-HSA-68949,M100,1,0,Reactome Gene Sets,6,Orc1 removal from chromatin,,-2.5604867667846283,2.622825755263961,3.4093976098700627,5157,29,678,10,1.4749262536873156,0.46296023567419864,890|4999|5683|5690|5693|5713|5714|5715|5717|10197,CCNA2|ORC2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.5193678007524967,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.550662298267375,0.0,0.0,R-HSA-453274,M100,1,0,Reactome Gene Sets,6,Mitotic G2-G2/M phases,,-2.550662298267375,1.8388602547894581,3.1409316912038583,5157,91,678,22,3.2448377581120944,0.6804852551669403,890|994|1063|1453|3320|4218|4659|5500|5520|5683|5690|5693|5713|5714|5715|5717|9702|10197|10806|10844|84790|203068,CCNA2|CDC25B|CENPF|CSNK1D|HSP90AA1|RAB8A|PPP1R12A|PPP1CB|PPP2R2A|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|CEP57|PSME3|SDCCAG8|TUBGCP2|TUBA1C|TUBB,-0.5116880007018323,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.516069776454972,0.0,0.0,R-HSA-5689880,M100,1,0,Reactome Gene Sets,6,Ub-specific processing proteases,,-2.516069776454972,1.9269026548672568,3.145778917041053,5157,75,678,19,2.8023598820059,0.633833175631756,890|4087|4089|4193|5683|5690|5693|5713|5714|5715|5717|6885|8237|8724|10197|10869|55031|55611|57599,CCNA2|SMAD2|SMAD4|MDM2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|MAP3K7|USP11|SNX3|PSME3|USP19|USP47|OTUB1|WDR48,-0.5021643756756616,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.4950978451132277,0.0,0.0,R-HSA-8878159,M100,1,0,Reactome Gene Sets,6,Transcriptional regulation by RUNX3,,-2.4950978451132277,2.3403675970047653,3.2687887389545964,5157,39,678,12,1.7699115044247788,0.506387756608261,463|3845|4089|4193|5683|5690|5693|5713|5714|5715|5717|10197,ZFHX3|KRAS|SMAD4|MDM2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.49502152497336105,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.4476866775923867,0.0,0.0,CORUM:194,M100,1,0,CORUM,33,PA28gamma-20S proteasome,,-2.4476866775923867,5.070796460176991,3.8814143619916393,5157,6,678,4,0.5899705014749262,0.29411380052977437,5683|5690|5693|10197,PSMA2|PSMB2|PSMB5|PSME3,-0.4785629958373837,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.443340228559184,0.0,0.0,R-HSA-169911,M100,1,0,Reactome Gene Sets,6,Regulation of Apoptosis,,-2.443340228559184,2.897597977243995,3.3898627808193513,5157,21,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.4785629958373837,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.443340228559184,0.0,0.0,R-HSA-180534,M100,1,0,Reactome Gene Sets,6,Vpu mediated degradation of CD4,,-2.443340228559184,2.897597977243995,3.3898627808193513,5157,21,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.4785629958373837,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.443340228559184,0.0,0.0,R-HSA-349425,M100,1,0,Reactome Gene Sets,6,Autodegradation of the E3 ubiquitin ligase COP1,,-2.443340228559184,2.897597977243995,3.3898627808193513,5157,21,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.4785629958373837,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.443340228559184,0.0,0.0,R-HSA-4641257,M100,1,0,Reactome Gene Sets,6,Degradation of AXIN,,-2.443340228559184,2.897597977243995,3.3898627808193513,5157,21,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.4785629958373837,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.443340228559184,0.0,0.0,R-HSA-8854050,M100,1,0,Reactome Gene Sets,6,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,,-2.443340228559184,2.897597977243995,3.3898627808193513,5157,21,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.4785629958373837,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.443340228559184,0.0,0.0,R-HSA-9824272,M100,1,0,Reactome Gene Sets,6,Somitogenesis,,-2.443340228559184,2.897597977243995,3.3898627808193513,5157,21,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.4785629958373837,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.4376435049774097,0.0,0.0,R-HSA-174184,M100,1,0,Reactome Gene Sets,6,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,,-2.4376435049774097,2.5353982300884956,3.2811854294156366,5157,30,678,10,1.4749262536873156,0.46296023567419864,890|5683|5690|5693|5713|5714|5715|5717|10197|119504,CCNA2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3|ANAPC16,-0.4785629958373837,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.4376435049774097,0.0,0.0,R-HSA-179419,M100,1,0,Reactome Gene Sets,6,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,,-2.4376435049774097,2.5353982300884956,3.2811854294156366,5157,30,678,10,1.4749262536873156,0.46296023567419864,890|5683|5690|5693|5713|5714|5715|5717|10197|119504,CCNA2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3|ANAPC16,-0.4785629958373837,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.4376435049774097,0.0,0.0,R-HSA-69017,M100,1,0,Reactome Gene Sets,6,CDK-mediated phosphorylation and removal of Cdc6,,-2.4376435049774097,2.5353982300884956,3.2811854294156366,5157,30,678,10,1.4749262536873156,0.46296023567419864,890|5683|5690|5693|5713|5714|5715|5717|10197|119504,CCNA2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3|ANAPC16,-0.4785629958373837,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.4069739036850426,0.0,0.0,R-HSA-69656,M100,1,0,Reactome Gene Sets,6,Cyclin A:Cdk2-associated events at S phase entry,,-2.4069739036850426,2.390518331226296,3.211232301612146,5157,35,678,11,1.6224188790560472,0.48519321469368204,890|994|4149|5683|5690|5693|5713|5714|5715|5717|10197,CCNA2|CDC25B|MAX|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.45866734241581075,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.4069739036850426,0.0,0.0,R-HSA-9759194,M100,1,0,Reactome Gene Sets,6,Nuclear events mediated by NFE2L2,,-2.4069739036850426,2.390518331226296,3.211232301612146,5157,35,678,11,1.6224188790560472,0.48519321469368204,2730|4097|5683|5690|5693|5713|5714|5715|5717|7086|10197,GCLM|MAFG|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|TKT|PSME3,-0.45866734241581075,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.3639171444812055,0.0,0.0,R-HSA-174084,M100,1,0,Reactome Gene Sets,6,Autodegradation of Cdh1 by Cdh1:APC/C,,-2.3639171444812055,2.632913546630361,3.247353956782993,5157,26,678,9,1.3274336283185841,0.439531264797975,5683|5690|5693|5713|5714|5715|5717|10197|119504,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3|ANAPC16,-0.4307465730837019,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.3639171444812055,0.0,0.0,R-HSA-174154,M100,1,0,Reactome Gene Sets,6,APC/C:Cdc20 mediated degradation of Securin,,-2.3639171444812055,2.632913546630361,3.247353956782993,5157,26,678,9,1.3274336283185841,0.439531264797975,5683|5690|5693|5713|5714|5715|5717|10197|119504,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3|ANAPC16,-0.4307465730837019,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.3639171444812055,0.0,0.0,R-HSA-5358346,M100,1,0,Reactome Gene Sets,6,Hedgehog ligand biogenesis,,-2.3639171444812055,2.632913546630361,3.247353956782993,5157,26,678,9,1.3274336283185841,0.439531264797975,5683|5690|5693|5713|5714|5715|5717|7415|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|VCP|PSME3,-0.4307465730837019,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.321665900480099,0.0,0.0,R-HSA-176409,M100,1,0,Reactome Gene Sets,6,APC/C:Cdc20 mediated degradation of mitotic proteins,,-2.321665900480099,2.4536111904082216,3.158061431033557,5157,31,678,10,1.4749262536873156,0.46296023567419864,890|5683|5690|5693|5713|5714|5715|5717|10197|119504,CCNA2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3|ANAPC16,-0.39679949187117447,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.321665900480099,0.0,0.0,R-HSA-176814,M100,1,0,Reactome Gene Sets,6,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,,-2.321665900480099,2.4536111904082216,3.158061431033557,5157,31,678,10,1.4749262536873156,0.46296023567419864,890|5683|5690|5693|5713|5714|5715|5717|10197|119504,CCNA2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3|ANAPC16,-0.39679949187117447,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.3021426199105663,0.0,0.0,R-HSA-1236975,M100,1,0,Reactome Gene Sets,6,Antigen processing-Cross presentation,,-2.3021426199105663,2.3241150442477876,3.101561181188271,5157,36,678,11,1.6224188790560472,0.48519321469368204,567|2923|5683|5690|5693|5713|5714|5715|5717|6810|10197,B2M|PDIA3|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|STX4|PSME3,-0.39046200150640564,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.299181774164773,0.0,0.0,R-HSA-174113,M100,1,0,Reactome Gene Sets,6,SCF-beta-TrCP mediated degradation of Emi1,,-2.299181774164773,2.7658889782783587,3.229128163543583,5157,22,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.39046200150640564,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.299181774164773,0.0,0.0,R-HSA-4641258,M100,1,0,Reactome Gene Sets,6,Degradation of DVL,,-2.299181774164773,2.7658889782783587,3.229128163543583,5157,22,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.39046200150640564,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.299181774164773,0.0,0.0,R-HSA-75815,M100,1,0,Reactome Gene Sets,6,Ubiquitin-dependent degradation of Cyclin D,,-2.299181774164773,2.7658889782783587,3.229128163543583,5157,22,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.39046200150640564,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.299181774164773,0.0,0.0,R-HSA-9762114,M100,1,0,Reactome Gene Sets,6,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,,-2.299181774164773,2.7658889782783587,3.229128163543583,5157,22,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.39046200150640564,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.284082321135751,0.0,0.0,R-HSA-3858494,M100,1,0,Reactome Gene Sets,6,Beta-catenin independent WNT signaling,,-2.284082321135751,1.9628889523265773,2.967431650219284,5157,62,678,16,2.359882005899705,0.5829676361183002,1213|3710|3845|5534|5683|5690|5693|5713|5714|5715|5717|6885|8323|10197|26523|27161,CLTC|ITPR3|KRAS|PPP3R1|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|MAP3K7|FZD6|PSME3|AGO1|AGO2,-0.3769446794872583,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.2404710711344125,0.0,0.0,R-HSA-5619084,M100,1,0,Reactome Gene Sets,6,ABC transporter disorders,,-2.2404710711344125,2.5353982300884956,3.111895504448763,5157,27,678,9,1.3274336283185841,0.439531264797975,5683|5690|5693|5713|5714|5715|5717|7415|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|VCP|PSME3,-0.3548985784122049,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.2404710711344125,0.0,0.0,R-HSA-5678895,M100,1,0,Reactome Gene Sets,6,Defective CFTR causes cystic fibrosis,,-2.2404710711344125,2.5353982300884956,3.111895504448763,5157,27,678,9,1.3274336283185841,0.439531264797975,5683|5690|5693|5713|5714|5715|5717|7415|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|VCP|PSME3,-0.3548985784122049,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.212018356935497,0.0,0.0,R-HSA-9758941,M100,1,0,Reactome Gene Sets,6,Gastrulation,,-2.212018356935497,2.3769358407079646,3.0396426446994758,5157,32,678,10,1.4749262536873156,0.46296023567419864,4087|4089|5683|5690|5693|5713|5714|5715|5717|10197,SMAD2|SMAD4|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.34847898614629574,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.2112009234524193,0.0,0.0,R-HSA-109581,M100,1,0,Reactome Gene Sets,6,Apoptosis,,-2.2112009234524193,1.8501554651997132,2.8657277296976624,5157,74,678,18,2.6548672566371683,0.6173958124677656,355|637|1676|1687|5534|5683|5690|5693|5713|5714|5715|5717|7529|7534|8428|10197|26060|140735,FAS|BID|DFFA|GSDME|PPP3R1|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|YWHAB|YWHAZ|STK24|PSME3|APPL1|DYNLL2,-0.34847898614629574,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.165569127344991,0.0,0.0,R-HSA-9793380,M100,1,0,Reactome Gene Sets,6,Formation of paraxial mesoderm,,-2.165569127344991,2.645632935744517,3.0771575076321436,5157,23,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.324734862525644,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.12461348496444,0.0,0.0,R-HSA-1169091,M100,1,0,Reactome Gene Sets,6,Activation of NF-kappaB in B cells,,-2.12461348496444,2.444848293299621,2.9823985908069575,5157,28,678,9,1.3274336283185841,0.439531264797975,5683|5690|5693|5713|5714|5715|5717|6885|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|MAP3K7|PSME3,-0.3190367789184187,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.12461348496444,0.0,0.0,R-HSA-1234176,M100,1,0,Reactome Gene Sets,6,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,,-2.12461348496444,2.444848293299621,2.9823985908069575,5157,28,678,9,1.3274336283185841,0.439531264797975,5683|5690|5693|5713|5714|5715|5717|8453|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|CUL2|PSME3,-0.3190367789184187,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.12461348496444,0.0,0.0,R-HSA-174178,M100,1,0,Reactome Gene Sets,6,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,,-2.12461348496444,2.444848293299621,2.9823985908069575,5157,28,678,9,1.3274336283185841,0.439531264797975,5683|5690|5693|5713|5714|5715|5717|10197|119504,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3|ANAPC16,-0.3190367789184187,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.108225092563507,0.0,0.0,R-HSA-1234174,M100,1,0,Reactome Gene Sets,6,Cellular response to hypoxia,,-2.108225092563507,2.304907481898632,2.92558621294538,5157,33,678,10,1.4749262536873156,0.46296023567419864,5683|5690|5693|5713|5714|5715|5717|8453|10197|55662,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|CUL2|PSME3|HIF1AN,-0.3190367789184187,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.108225092563507,0.0,0.0,R-HSA-69202,M100,1,0,Reactome Gene Sets,6,Cyclin E associated events during G1/S transition,,-2.108225092563507,2.304907481898632,2.92558621294538,5157,33,678,10,1.4749262536873156,0.46296023567419864,890|4149|5683|5690|5693|5713|5714|5715|5717|10197,CCNA2|MAX|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.3190367789184187,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.1073279868298638,0.0,0.0,R-HSA-69052,M100,1,0,Reactome Gene Sets,6,Switching of origins to a post-replicative state,,-2.1073279868298638,2.2017931998136935,2.8927422975526356,5157,38,678,11,1.6224188790560472,0.48519321469368204,890|4999|5683|5690|5693|5713|5714|5715|5717|10197|119504,CCNA2|ORC2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3|ANAPC16,-0.3190367789184187,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.0653783081991057,0.0,0.0,R-HSA-9711123,M100,1,0,Reactome Gene Sets,6,Cellular response to chemical stress,,-2.0653783081991057,1.7624109648176127,2.7074397856245045,5157,82,678,19,2.8023598820059,0.633833175631756,1345|1353|2730|3163|4097|5683|5690|5693|5713|5714|5715|5717|7086|7415|9611|9612|10197|10498|116228,COX6C|COX11|GCLM|HMOX2|MAFG|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|TKT|VCP|NCOR1|NCOR2|PSME3|CARM1|COX20,-0.302106746688973,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.041386959313215,0.0,0.0,R-HSA-4608870,M100,1,0,Reactome Gene Sets,6,Asymmetric localization of PCP proteins,,-2.041386959313215,2.5353982300884956,2.933065721843395,5157,24,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.29479969590814725,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.041386959313215,0.0,0.0,R-HSA-5676590,M100,1,0,Reactome Gene Sets,6,NIK-->noncanonical NF-kB signaling,,-2.041386959313215,2.5353982300884956,2.933065721843395,5157,24,678,8,1.1799410029498525,0.41470364640666435,5683|5690|5693|5713|5714|5715|5717|10197,PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3,-0.29479969590814725,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.0098614323412076,0.0,0.0,R-HSA-176408,M100,1,0,Reactome Gene Sets,6,Regulation of APC/C activators between G1/S and early anaphase,,-2.0098614323412076,2.237116085372202,2.815584102514721,5157,34,678,10,1.4749262536873156,0.46296023567419864,890|5683|5690|5693|5713|5714|5715|5717|10197|119504,CCNA2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PSME3|ANAPC16,-0.28003903842759,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-2.0098614323412076,0.0,0.0,R-HSA-4086400,M100,1,0,Reactome Gene Sets,6,PCP/CE pathway,,-2.0098614323412076,2.237116085372202,2.815584102514721,5157,34,678,10,1.4749262536873156,0.46296023567419864,1213|5683|5690|5693|5713|5714|5715|5717|8323|10197,CLTC|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|FZD6|PSME3,-0.28003903842759,0,4,0,0,-4.842454492052926,5.070796460176991,
1,0,0,-4.745792257575515,0.0,0.0,GO:2001233,M100,1,0,GO Biological Processes,19,regulation of apoptotic signaling pathway,19_GO:0050896 response to stimulus,-4.745792257575515,1.9959517981547734,4.6649810351057655,5157,141,678,37,5.457227138643068,0.8723390942242827,142|355|637|648|1495|1654|1687|2730|2923|3383|3552|4170|4193|5478|6188|6421|6477|6810|8531|8575|8725|8996|9521|10105|10197|10399|10616|10955|23411|27166|55023|55031|55829|57805|65018|79886|80196,PARP1|FAS|BID|BMI1|CTNNA1|DDX3X|GSDME|GCLM|PDIA3|ICAM1|IL1A|MCL1|MDM2|PPIA|RPS3|SFPQ|SIAH1|STX4|YBX3|PRKRA|URI1|NOL3|EEF1E1|PPIF|PSME3|RACK1|RBCK1|SERINC3|SIRT1|PRELID1|PHIP|USP47|SELENOS|CCAR2|PINK1|CAAP1|RNF34,-1.9791055187135702,0,5,1,1,-4.745792257575515,3.3805309734513274,
1,0,0,-4.068676406621216,0.0,0.0,GO:2001234,M100,1,0,GO Biological Processes,19,negative regulation of apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-4.068676406621216,2.185688129386634,4.339172231627355,5157,87,678,25,3.687315634218289,0.72373913025751,637|648|1495|1654|2730|3383|3552|4170|4193|5478|8531|8725|8996|10105|10197|10399|23411|27166|55023|55031|55829|57805|65018|79886|80196,BID|BMI1|CTNNA1|DDX3X|GCLM|ICAM1|IL1A|MCL1|MDM2|PPIA|YBX3|URI1|NOL3|PPIF|PSME3|RACK1|SIRT1|PRELID1|PHIP|USP47|SELENOS|CCAR2|PINK1|CAAP1|RNF34,-1.4124021511709741,0,5,0,0,-4.745792257575515,3.3805309734513274,
1,0,0,-3.9829192835655585,0.0,0.0,GO:2001242,M100,1,0,GO Biological Processes,19,regulation of intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-3.9829192835655585,2.2922778518608316,4.326087808498431,5157,73,678,22,3.2448377581120944,0.6804852551669403,142|637|1654|1687|4170|4193|5478|6188|6421|6477|8531|8575|8725|8996|10105|10399|10955|23411|55031|55829|57805|65018,PARP1|BID|DDX3X|GSDME|MCL1|MDM2|PPIA|RPS3|SFPQ|SIAH1|YBX3|PRKRA|URI1|NOL3|PPIF|RACK1|SERINC3|SIRT1|USP47|SELENOS|CCAR2|PINK1,-1.335418952422822,0,5,0,0,-4.745792257575515,3.3805309734513274,
1,0,0,-2.9897510698232996,0.0,0.0,GO:0080135,M100,1,0,GO Biological Processes,19,regulation of cellular response to stress,19_GO:0050896 response to stimulus,-2.9897510698232996,1.5400972719959045,3.3481019640102367,5157,242,678,49,7.227138643067847,0.9944405427816272,60|142|267|355|637|1739|1981|3309|3552|4193|5429|5478|5610|5792|6188|6386|6599|6601|7430|8428|8531|8996|9521|9611|10114|10399|10494|10550|10869|10902|10955|10959|23411|26122|26272|26973|27250|29035|51377|54407|54617|55031|55611|55719|55829|57599|57805|65018|140885,ACTB|PARP1|AMFR|FAS|BID|DLG1|EIF4G1|HSPA5|IL1A|MDM2|POLH|PPIA|EIF2AK2|PTPRF|RPS3|SDCBP|SMARCC1|SMARCC2|EZR|STK24|YBX3|NOL3|EEF1E1|NCOR1|HIPK3|RACK1|STK25|ARL6IP5|USP19|BRD8|SERINC3|TMED2|SIRT1|EPC2|FBXO4|CHORDC1|PDCD4|HAPSTR1|UCHL5|SLC38A2|INO80|USP47|OTUB1|SLF2|SELENOS|WDR48|CCAR2|PINK1|SIRPA,-0.7111995246810843,0,5,0,0,-4.745792257575515,3.3805309734513274,
1,0,0,-2.9859234453997052,0.0,0.0,GO:2001243,M100,1,0,GO Biological Processes,19,negative regulation of intrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-2.9859234453997052,2.420152855993564,3.6804786556806017,5157,44,678,14,2.0648967551622417,0.5461394098805699,637|1654|4193|5478|8531|8725|8996|10105|10399|23411|55031|55829|57805|65018,BID|DDX3X|MDM2|PPIA|YBX3|URI1|NOL3|PPIF|RACK1|SIRT1|USP47|SELENOS|CCAR2|PINK1,-0.7111995246810843,0,5,0,0,-4.745792257575515,3.3805309734513274,
1,0,0,-2.953768753068888,0.0,0.0,GO:1902175,M100,1,0,GO Biological Processes,19,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.953768753068888,3.3805309734513274,3.9359679219178583,5157,18,678,8,1.1799410029498525,0.41470364640666435,142|4170|5478|6421|8996|10399|23411|65018,PARP1|MCL1|PPIA|SFPQ|NOL3|RACK1|SIRT1|PINK1,-0.7111995246810843,0,5,0,0,-4.745792257575515,3.3805309734513274,
